[2024-04-08T02:02:01.980+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: upload_congress_data.convert_bill_files manual__2024-04-08T02:00:46.341975+00:00 [queued]>
[2024-04-08T02:02:01.984+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: upload_congress_data.convert_bill_files manual__2024-04-08T02:00:46.341975+00:00 [queued]>
[2024-04-08T02:02:01.984+0000] {taskinstance.py:2193} INFO - Starting attempt 1 of 1
[2024-04-08T02:02:01.991+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): convert_bill_files> on 2024-04-08 02:00:46.341975+00:00
[2024-04-08T02:02:01.997+0000] {standard_task_runner.py:60} INFO - Started process 4700 to run task
[2024-04-08T02:02:01.999+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'upload_congress_data', 'convert_bill_files', 'manual__2024-04-08T02:00:46.341975+00:00', '--job-id', '27', '--raw', '--subdir', 'DAGS_FOLDER/upload_congress_data.py', '--cfg-path', '/tmp/tmpsr_azc3x']
[2024-04-08T02:02:02.002+0000] {standard_task_runner.py:88} INFO - Job 27: Subtask convert_bill_files
[2024-04-08T02:02:02.251+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hjres/BILLSTATUS-118hjres27.xml to /opt/***/dags/data/hjres/BILLSTATUS-118hjres27.json
[2024-04-08T02:02:02.268+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hjres/BILLSTATUS-118hjres30.xml to /opt/***/dags/data/hjres/BILLSTATUS-118hjres30.json
[2024-04-08T02:02:02.273+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hjres/BILLSTATUS-118hjres24.xml to /opt/***/dags/data/hjres/BILLSTATUS-118hjres24.json
[2024-04-08T02:02:02.351+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres9.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres9.json
[2024-04-08T02:02:02.369+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres3.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres3.json
[2024-04-08T02:02:02.376+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres25.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres25.json
[2024-04-08T02:02:02.383+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres30.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres30.json
[2024-04-08T02:02:02.391+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres21.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres21.json
[2024-04-08T02:02:02.399+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres7.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres7.json
[2024-04-08T02:02:02.407+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres86.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres86.json
[2024-04-08T02:02:02.427+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres57.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres57.json
[2024-04-08T02:02:02.441+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hconres/BILLSTATUS-118hconres40.xml to /opt/***/dags/data/hconres/BILLSTATUS-118hconres40.json
[2024-04-08T02:02:02.520+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s3250.xml to /opt/***/dags/data/s/BILLSTATUS-118s3250.json
[2024-04-08T02:02:03.230+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s788.xml to /opt/***/dags/data/s/BILLSTATUS-118s788.json
[2024-04-08T02:02:03.960+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s316.xml to /opt/***/dags/data/s/BILLSTATUS-118s316.json
[2024-04-08T02:02:04.199+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s3427.xml to /opt/***/dags/data/s/BILLSTATUS-118s3427.json
[2024-04-08T02:02:04.237+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s475.xml to /opt/***/dags/data/s/BILLSTATUS-118s475.json
[2024-04-08T02:02:04.272+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s111.xml to /opt/***/dags/data/s/BILLSTATUS-118s111.json
[2024-04-08T02:02:04.616+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s112.xml to /opt/***/dags/data/s/BILLSTATUS-118s112.json
[2024-04-08T02:02:05.451+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s326.xml to /opt/***/dags/data/s/BILLSTATUS-118s326.json
[2024-04-08T02:02:05.599+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s870.xml to /opt/***/dags/data/s/BILLSTATUS-118s870.json
[2024-04-08T02:02:06.248+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s3853.xml to /opt/***/dags/data/s/BILLSTATUS-118s3853.json
[2024-04-08T02:02:06.418+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s2226.xml to /opt/***/dags/data/s/BILLSTATUS-118s2226.json
[2024-04-08T02:02:06.672+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/s/BILLSTATUS-118s619.xml to /opt/***/dags/data/s/BILLSTATUS-118s619.json
[2024-04-08T02:02:07.870+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/sres/BILLSTATUS-118sres13.xml to /opt/***/dags/data/sres/BILLSTATUS-118sres13.json
[2024-04-08T02:02:08.029+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/sres/BILLSTATUS-118sres417.xml to /opt/***/dags/data/sres/BILLSTATUS-118sres417.json
[2024-04-08T02:02:08.180+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/sres/BILLSTATUS-118sres21.xml to /opt/***/dags/data/sres/BILLSTATUS-118sres21.json
[2024-04-08T02:02:08.480+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/sres/BILLSTATUS-118sres504.xml to /opt/***/dags/data/sres/BILLSTATUS-118sres504.json
[2024-04-08T02:02:08.660+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr2766.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr2766.json
[2024-04-08T02:02:08.694+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr2799.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr2799.json
[2024-04-08T02:02:08.719+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr7024.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr7024.json
[2024-04-08T02:02:08.932+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr2.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr2.json
[2024-04-08T02:02:08.955+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr542.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr542.json
[2024-04-08T02:02:09.092+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr185.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr185.json
[2024-04-08T02:02:09.103+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5961.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5961.json
[2024-04-08T02:02:09.129+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr813.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr813.json
[2024-04-08T02:02:09.152+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4470.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4470.json
[2024-04-08T02:02:09.208+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr6918.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr6918.json
[2024-04-08T02:02:09.221+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1093.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1093.json
[2024-04-08T02:02:09.243+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3848.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3848.json
[2024-04-08T02:02:09.444+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1734.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1734.json
[2024-04-08T02:02:09.493+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr346.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr346.json
[2024-04-08T02:02:09.528+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4664.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4664.json
[2024-04-08T02:02:09.571+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5585.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5585.json
[2024-04-08T02:02:09.622+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr6503.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr6503.json
[2024-04-08T02:02:09.664+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr839.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr839.json
[2024-04-08T02:02:09.759+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1640.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1640.json
[2024-04-08T02:02:09.867+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1.json
[2024-04-08T02:02:09.894+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1669.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1669.json
[2024-04-08T02:02:10.179+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4665.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4665.json
[2024-04-08T02:02:10.211+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr347.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr347.json
[2024-04-08T02:02:10.270+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr357.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr357.json
[2024-04-08T02:02:10.374+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3324.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3324.json
[2024-04-08T02:02:10.424+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr753.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr753.json
[2024-04-08T02:02:10.513+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1123.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1123.json
[2024-04-08T02:02:10.553+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3091.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3091.json
[2024-04-08T02:02:10.575+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5.json
[2024-04-08T02:02:10.606+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr593.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr593.json
[2024-04-08T02:02:10.670+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr2365.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr2365.json
[2024-04-08T02:02:10.691+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5378.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5378.json
[2024-04-08T02:02:10.728+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr7023.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr7023.json
[2024-04-08T02:02:10.796+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4502.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4502.json
[2024-04-08T02:02:10.851+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr815.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr815.json
[2024-04-08T02:02:11.013+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr140.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr140.json
[2024-04-08T02:02:11.277+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr340.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr340.json
[2024-04-08T02:02:11.527+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1530.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1530.json
[2024-04-08T02:02:12.047+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1121.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1121.json
[2024-04-08T02:02:12.511+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr6276.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr6276.json
[2024-04-08T02:02:12.535+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1096.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1096.json
[2024-04-08T02:02:12.585+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr382.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr382.json
[2024-04-08T02:02:12.637+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1727.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1727.json
[2024-04-08T02:02:12.814+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5283.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5283.json
[2024-04-08T02:02:12.845+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr497.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr497.json
[2024-04-08T02:02:12.941+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr21.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr21.json
[2024-04-08T02:02:13.191+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1147.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1147.json
[2024-04-08T02:02:13.225+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5862.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5862.json
[2024-04-08T02:02:13.269+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5692.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5692.json
[2024-04-08T02:02:13.316+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr2670.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr2670.json
[2024-04-08T02:02:13.539+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr7454.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr7454.json
[2024-04-08T02:02:13.548+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5525.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5525.json
[2024-04-08T02:02:13.576+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr443.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr443.json
[2024-04-08T02:02:13.644+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4820.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4820.json
[2024-04-08T02:02:13.689+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr22.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr22.json
[2024-04-08T02:02:13.787+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1435.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1435.json
[2024-04-08T02:02:13.819+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr2882.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr2882.json
[2024-04-08T02:02:13.829+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1353.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1353.json
[2024-04-08T02:02:13.890+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5860.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5860.json
[2024-04-08T02:02:13.908+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr7520.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr7520.json
[2024-04-08T02:02:13.913+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1151.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1151.json
[2024-04-08T02:02:13.935+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3746.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3746.json
[2024-04-08T02:02:14.115+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr7521.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr7521.json
[2024-04-08T02:02:14.183+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr734.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr734.json
[2024-04-08T02:02:14.273+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr23.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr23.json
[2024-04-08T02:02:14.319+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1226.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1226.json
[2024-04-08T02:02:14.384+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4821.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4821.json
[2024-04-08T02:02:14.452+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5524.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5524.json
[2024-04-08T02:02:14.504+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1752.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1752.json
[2024-04-08T02:02:14.527+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr485.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr485.json
[2024-04-08T02:02:14.546+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3838.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3838.json
[2024-04-08T02:02:14.641+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4366.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4366.json
[2024-04-08T02:02:14.725+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr6363.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr6363.json
[2024-04-08T02:02:14.857+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1154.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1154.json
[2024-04-08T02:02:14.965+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr533.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr533.json
[2024-04-08T02:02:15.092+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr5119.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr5119.json
[2024-04-08T02:02:15.112+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3391.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3391.json
[2024-04-08T02:02:15.171+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4367.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4367.json
[2024-04-08T02:02:15.195+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr26.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr26.json
[2024-04-08T02:02:15.329+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr1023.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr1023.json
[2024-04-08T02:02:15.349+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr3152.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr3152.json
[2024-04-08T02:02:15.413+0000] {logging_mixin.py:188} INFO - Converted /opt/***/dags/data/hr/BILLSTATUS-118hr4365.xml to /opt/***/dags/data/hr/BILLSTATUS-118hr4365.json
